customer_state,customer_city,total_orders,total_customers,total_product_revenue,total_freight,total_order_value,avg_order_value
PB,princesa isabel,1,1,258.0,86.62,344.62,344.62
MG,coluna,3,3,297.88,46.68,344.56,114.85333333333334
SC,rancho queimado,2,2,312.89,31.1,343.99,171.995
BA,pedrao,1,1,325.0,18.71,343.71,343.71
SC,tunapolis,1,1,315.39,28.29,343.68,343.68
PR,sao joao do triunfo,3,3,263.72,79.68,343.4,114.46666666666667
MS,miranda,4,4,273.8,69.36,343.16,85.79
PA,benevides,2,2,228.89,114.14,343.03,171.515
PB,mari,3,3,264.55,78.25,342.8,114.26666666666667
MG,itapagipe,5,5,265.49,76.01,341.5,68.3
PR,quatigua,5,5,251.7,89.65,341.35,68.27
MA,campestre do maranhao,2,2,249.89,91.06,340.95,170.475
SC,nossa senhora de caravaggio,2,2,280.0,60.34,340.34,170.17
GO,mundo novo,2,2,306.0,34.15,340.15,170.075
RS,dona francisca,2,2,258.7,81.45,340.15,170.075
MT,alto garcas,2,2,258.8,81.26,340.06,170.03
PA,viseu,1,1,301.0,39.02,340.02,340.02
SP,oscar bressane,3,3,301.8,38.13,339.93,113.31
SP,arealva,4,4,266.68,73.2,339.88,84.97
PB,alagoinha,2,2,269.9,69.62,339.52,169.76
PR,congonhinhas,2,2,285.7,53.16,338.86,169.43
RO,candeias do jamari,1,1,279.0,59.74,338.74,338.74
BA,santa teresinha,2,2,287.0,51.1,338.1,169.05
RS,planalto,3,3,292.99,44.82,337.81,112.60333333333334
MS,rio negro,1,1,319.9,16.99,336.89,336.89
MA,sao pedro da agua branca,1,1,309.9,26.66,336.56,336.56
MG,igaratinga,1,1,253.52,82.86,336.38,336.38
MT,vera,3,3,262.79,73.45,336.24,112.08
SC,agua doce,1,1,289.98,46.07,336.05,336.05
RO,buritis,2,2,240.98,94.6,335.58,167.79
MT,vila rica,3,3,221.82,113.54,335.36,111.78666666666666
MS,jardim,3,3,256.0,78.97,334.97,111.65666666666667
RO,colorado do oeste,3,3,199.88,134.76,334.64,111.54666666666667
GO,maurilandia,4,4,265.63,68.88,334.51,83.6275
PR,urai,3,3,283.9,50.49,334.39,111.46333333333334
MG,antonio prado de minas,3,3,282.0,52.21,334.21,111.40333333333334
MG,recreio,3,3,264.98,69.21,334.19,111.39666666666666
BA,santaluz,3,3,274.89,59.08,333.97,111.32333333333334
MG,divinesia,1,1,249.9,83.61,333.51,333.51
SE,tomar do geru,2,2,228.79,104.68,333.47,166.735
SC,sao jose do cerrito,3,3,278.89,54.45,333.34,111.11333333333333
BA,wanderley,2,2,288.98,44.13,333.11,166.555
MG,sao sebastiao do rio verde,1,1,278.0,54.58,332.58,332.58
ES,rio bananal,4,4,225.26,107.06,332.32,83.08
CE,abaiara,2,2,262.9,69.25,332.15,166.075
CE,potengi,2,2,245.89,86.06,331.95,165.975
RS,nova alvorada,3,3,261.8,70.08,331.88,110.62666666666667
PR,inacio martins,5,5,242.99,88.29,331.28,66.256
MG,riacho dos machados,3,2,284.0,47.25,331.25,110.41666666666667
SC,maracana,2,2,238.0,93.25,331.25,165.625
MT,nova monte verde,3,3,245.79,85.14,330.93,110.31
BA,ibiraja,2,1,277.95,52.19,330.14,165.07
SC,balneario gaivota,3,3,282.3,46.82,329.12,109.70666666666666
SC,major vieira,3,3,256.89,72.14,329.03,109.67666666666666
SP,bernardino de campos,4,4,256.09,72.78,328.87,82.2175
RS,arvorezinha,4,3,262.5,66.29,328.79,82.1975
MG,setubinha,3,3,265.89,62.88,328.77,109.59
PR,indianopolis,4,4,262.79,65.76,328.55,82.1375
PR,saudade do iguacu,4,4,263.79,64.58,328.37,82.0925
RN,serra de sao bento,2,2,236.9,91.25,328.15,164.075
SP,vista alegre do alto,3,3,272.99,54.68,327.67,109.22333333333333
ES,alto rio novo,2,2,266.5,60.73,327.23,163.615
PR,nova fatima,4,4,254.89,71.9,326.79,81.6975
PR,itambaraca,2,2,269.8,56.47,326.27,163.135
BA,presidente tancredo neves,4,4,234.68,90.9,325.58,81.395
PE,vicencia,2,2,268.0,57.48,325.48,162.74
BA,nova soure,3,3,255.52,69.91,325.43,108.47666666666667
BA,itamari,3,3,268.98,56.01,324.99,108.33
RS,restinga seca,3,3,254.69,69.64,324.33,108.11
MA,magalhaes de almeida,1,1,270.9,52.62,323.52,323.52
CE,araripe,2,2,268.6,54.77,323.37,161.685
PE,mirandiba,3,3,221.89,101.27,323.16,107.72
SP,rechan,2,2,288.8,33.57,322.37,161.185
BA,bom jesus da serra,2,2,279.89,42.4,322.29,161.145
SP,motuca,3,3,283.9,38.35,322.25,107.41666666666667
PB,ibiara,1,1,278.0,43.98,321.98,321.98
SC,chapadao do lageado,1,1,272.7,49.2,321.9,321.9
CE,novo oriente,3,3,231.98,89.42,321.4,107.13333333333334
ES,jeronimo monteiro,2,2,284.0,37.11,321.11,160.555
RS,ibiaca,2,2,278.89,41.98,320.87,160.435
SP,ocaucu,5,5,241.6,79.17,320.77,64.154
SP,guariroba,2,2,289.99,30.57,320.56,160.28
AL,piacabucu,2,1,228.9,91.5,320.4,160.2
RN,sao paulo do potengi,2,2,229.9,89.88,319.78,159.89
TO,novo alegre,1,1,279.99,39.1,319.09,319.09
RS,arroio do tigre,2,2,285.0,34.0,319.0,159.5
SC,aguas frias,1,1,290.0,28.98,318.98,318.98
PR,porto rico,1,1,299.0,19.92,318.92,318.92
PR,rondon,2,2,262.98,55.88,318.86,159.43
PA,placas,2,2,220.29,98.29,318.58,159.29
PE,pocao,1,1,299.99,18.54,318.53,318.53
PB,junco do serido,2,2,239.89,78.53,318.42,159.21
MG,sao joao do oriente,2,2,279.9,38.21,318.11,159.055
MG,delfinopolis,3,3,233.59,84.43,318.02,106.00666666666666
SP,canitar,2,2,287.25,30.67,317.92,158.96
MG,medeiros,2,2,279.49,38.21,317.7,158.85
PE,flores,1,1,230.7,86.81,317.51,317.51
MA,candido mendes,1,1,239.8,76.78,316.58,316.58
MG,laranjal,1,1,289.0,27.3,316.3,316.3
MA,cajari,1,1,289.0,27.3,316.3,316.3
SC,sangao,3,3,264.79,51.46,316.25,105.41666666666667
PR,janiopolis,3,3,265.97,50.25,316.22,105.40666666666667
BA,pau brasil,1,1,239.2,76.72,315.92,315.92
AL,igreja nova,2,2,208.0,107.91,315.91,157.955
PB,agua branca,2,2,204.99,110.6,315.59,157.795
SE,umbauba,3,3,178.9,136.49,315.39,105.13
MG,luisburgo,2,2,246.98,67.59,314.57,157.285
MG,cantagalo,2,2,232.95,81.45,314.4,157.2
MA,sao vicente ferrer,1,1,205.9,108.47,314.37,314.37
MG,dom vicoso,2,2,272.3,41.5,313.8,156.9
MA,santa luzia,2,2,242.7,70.82,313.52,156.76
PR,perola,2,2,272.74,40.57,313.31,156.655
MG,campanario,2,2,278.7,34.59,313.29,156.645
MG,icarai de minas,2,2,254.9,58.13,313.03,156.515
RN,areia branca,3,3,183.6,129.39,312.99,104.33
SC,sao pedro de alcantara,2,2,263.0,49.91,312.91,156.455
MG,divinolandia de minas,5,5,219.59,93.23,312.82,62.564
MT,sao jose dos quatro marcos,2,2,226.99,85.24,312.23,156.115
PR,borrazopolis,2,2,259.59,52.64,312.23,156.115
GO,doverlandia,2,2,277.92,33.95,311.87,155.935
PE,buenos aires,2,2,247.9,63.93,311.83,155.915
MA,mirinzal,3,3,154.87,156.78,311.65,103.88333333333334
RS,formigueiro,2,2,279.8,31.47,311.27,155.635
MG,romaria,2,2,264.9,45.56,310.46,155.23
SC,ouro,1,1,278.79,31.46,310.25,310.25
MS,paranhos,1,1,279.0,30.99,309.99,309.99
PR,cafeara,2,2,233.0,76.82,309.82,154.91
BA,quixabeira,3,3,216.94,92.48,309.42,103.14
AL,uniao dos palmares,1,1,259.99,49.26,309.25,309.25
MG,campo do meio,4,4,251.69,57.39,309.08,77.27
MG,carvalhopolis,3,3,240.33,68.51,308.84,102.94666666666667
MS,ivinhema,3,3,243.69,65.13,308.82,102.94
CE,iracema,2,2,229.9,78.87,308.77,154.385
MG,alterosa,3,3,252.3,56.34,308.64,102.88
MG,bonfim,4,4,229.84,78.71,308.55,77.1375
AL,batalha,3,3,214.79,93.31,308.1,102.7
PR,diamante d'oeste,1,1,289.9,17.79,307.69,307.69
MG,pirauba,3,2,247.77,59.92,307.69,102.56333333333333
BA,lencois,1,1,218.0,89.68,307.68,307.68
RN,sao jose do campestre,1,1,289.0,18.46,307.46,307.46
CE,ipaumirim,1,1,269.9,37.21,307.11,307.11
PR,altamira do parana,2,2,259.1,48.01,307.11,153.555
SC,nova erechim,3,3,254.79,51.99,306.78,102.26
BA,coracao de maria,1,1,279.9,26.16,306.06,306.06
SE,pirambu,1,1,289.0,16.77,305.77,305.77
PR,serranopolis do iguacu,2,2,274.89,30.84,305.73,152.865
PA,sao joao de pirabas,2,2,228.89,76.44,305.33,152.665
PE,cortes,2,2,249.89,55.43,305.32,152.66
MG,araponga,2,2,239.9,65.23,305.13,152.565
SP,aguas de sao pedro,2,2,274.99,29.04,304.03,152.015
MG,santa helena de minas,2,2,248.34,55.29,303.63,151.815
BA,sapeacu,2,2,246.79,56.68,303.47,151.735
BA,taboquinhas,1,1,289.0,14.27,303.27,303.27
MG,monte alegre de minas,4,4,213.68,89.23,302.91,75.7275
RN,patu,3,3,144.49,158.38,302.87,100.95666666666666
MG,pouso alto,3,3,251.0,51.81,302.81,100.93666666666667
SC,jabora,2,2,267.9,34.89,302.79,151.395
SC,riqueza,3,3,248.9,53.78,302.68,100.89333333333333
PR,santo antonio do caiua,1,1,256.3,46.25,302.55,302.55
SP,sete barras,4,4,229.69,72.83,302.52,75.63
MA,presidente juscelino,1,1,249.99,52.47,302.46,302.46
MG,goiabeira,2,2,259.98,42.29,302.27,151.135
RS,salto do jacui,4,4,196.36,105.58,301.94,75.485
BA,rio do antonio,2,2,259.0,42.75,301.75,150.875
RS,condor,4,4,216.8,84.67,301.47,75.3675
MA,bom jesus das selvas,2,2,175.9,125.52,301.42,150.71
GO,leopoldo de bulhoes,1,1,283.02,17.74,300.76,300.76
PA,porto trombetas,2,2,241.8,58.49,300.29,150.145
RS,boqueirao do leao,2,2,227.9,72.24,300.14,150.07
PE,joao alfredo,3,3,215.49,84.58,300.07,100.02333333333333
PE,sao jose do belmonte,2,2,228.9,70.94,299.84,149.92
CE,pentecoste,2,2,239.8,59.41,299.21,149.605
AL,boca da mata,2,2,219.73,78.3,298.03,149.015
AL,maravilha,2,2,214.8,82.74,297.54,148.77
PE,triunfo,2,1,219.0,77.53,296.53,148.265
MG,santana dos montes,2,2,241.0,55.46,296.46,148.23
AL,sao jose da laje,2,2,219.9,76.46,296.36,148.18
PB,livramento,1,1,269.9,26.09,295.99,295.99
CE,uruoca,2,2,219.7,75.87,295.57,147.785
PE,santa terezinha,1,1,259.9,35.62,295.52,295.52
SP,rosana,4,4,236.6,58.71,295.31,73.8275
CE,catarina,3,3,204.98,90.31,295.29,98.43
PE,moreilandia,2,2,230.9,64.22,295.12,147.56
PR,itaipulandia,6,6,195.17,99.43,294.6,49.1
RN,japi,1,1,229.9,64.29,294.19,294.19
BA,crisopolis,4,4,214.6,78.97,293.57,73.3925
BA,angical,1,1,269.9,23.6,293.5,293.5
SP,santo expedito,1,1,280.0,13.46,293.46,293.46
SP,americo de campos,1,1,279.9,13.46,293.36,293.36
GO,paranaiguara,3,3,236.89,56.46,293.35,97.78333333333333
BA,palmeiras,2,2,174.95,117.35,292.3,146.15
PR,itambe,1,1,269.9,22.38,292.28,292.28
MS,bataypora,2,2,256.89,35.13,292.02,146.01
SP,campina do monte alegre,2,2,237.9,54.09,291.99,145.995
PI,barras,3,3,210.88,80.8,291.68,97.22666666666667
RJ,anta,3,3,241.88,49.65,291.53,97.17666666666666
CE,miraima,2,2,254.0,37.3,291.3,145.65
RJ,engenheiro passos,2,2,250.89,40.35,291.24,145.62
RS,tuparendi,2,2,183.49,107.63,291.12,145.56
BA,rio de contas,3,3,226.7,64.02,290.72,96.90666666666667
RS,parai,3,3,233.4,57.2,290.6,96.86666666666666
PE,sao jose da coroa grande,2,2,218.9,70.89,289.79,144.895
MG,rubim,3,3,213.89,75.59,289.48,96.49333333333334
MG,santo antonio do itambe,3,3,225.06,64.41,289.47,96.49
SC,armazem,2,2,249.9,39.45,289.35,144.675
CE,ibiapina,3,3,197.89,91.45,289.34,96.44666666666667
SE,itabaianinha,2,2,157.8,131.53,289.33,144.665
SP,mendonca,4,4,230.37,58.71,289.08,72.27
RN,barauna,1,1,229.99,58.38,288.37,288.37
CE,milha,2,2,207.9,80.4,288.3,144.15
SP,ipigua,2,2,247.24,40.42,287.66,143.83
ES,irupi,2,2,242.99,44.64,287.63,143.815
SP,manduri,3,3,239.62,47.59,287.21,95.73666666666666
MA,chapadinha,3,3,113.88,173.18,287.06,95.68666666666667
BA,buritirama,2,2,251.9,34.21,286.11,143.055
MT,tabapora,2,2,214.9,71.17,286.07,143.035
MG,merces,4,4,219.76,66.06,285.82,71.455
BA,mucuge,1,1,256.99,28.75,285.74,285.74
MG,caiana,3,3,235.9,49.71,285.61,95.20333333333333
AL,santana do ipanema,1,1,249.9,35.55,285.45,285.45
RJ,sao jose do turvo,3,3,240.7,44.66,285.36,95.12
PB,uirauna,1,1,199.9,85.46,285.36,285.36
GO,alto horizonte,2,2,233.91,51.24,285.15,142.575
PR,guamiranga,1,1,214.0,70.89,284.89,284.89
BA,olindina,3,3,226.79,57.62,284.41,94.80333333333333
SP,gastao vidigal,3,3,216.88,66.84,283.72,94.57333333333334
MG,piumhi,3,3,195.73,87.79,283.52,94.50666666666666
RS,glorinha,2,2,249.8,33.5,283.3,141.65
MG,vargem alegre,2,2,244.99,38.16,283.15,141.575
RS,acegua,2,2,209.9,72.49,282.39,141.195
ES,presidente kennedy,2,2,238.65,43.66,282.31,141.155
RS,monte alverne,1,1,268.0,14.01,282.01,282.01
SC,agronomica,2,2,204.87,76.63,281.5,140.75
MG,santana do manhuacu,3,3,228.89,52.55,281.44,93.81333333333333
PE,sao vicente ferrer,2,2,199.98,81.41,281.39,140.695
MG,cocais,1,1,259.0,22.3,281.3,281.3
MG,novo oriente de minas,1,1,259.99,21.01,281.0,281.0
SP,sarapui,2,2,248.88,32.01,280.89,140.445
RS,minas do leao,1,1,256.0,24.72,280.72,280.72
MG,carmesia,1,1,241.1,39.53,280.63,280.63
SP,santa ernestina,2,2,208.16,71.97,280.13,140.065
SP,trabiju,1,1,259.99,19.92,279.91,279.91
SC,irineopolis,4,4,212.82,67.05,279.87,69.9675
SP,potim,2,2,249.8,30.04,279.84,139.92
MT,feliz natal,1,1,259.99,19.39,279.38,279.38
MG,cristiano otoni,2,2,210.2,69.18,279.38,139.69
ES,muniz freire,2,2,238.9,40.23,279.13,139.565
MT,porto esperidiao,2,2,234.8,44.03,278.83,139.415
BA,itanhem,1,1,230.0,48.66,278.66,278.66
MG,alto rio doce,4,4,213.42,65.13,278.55,69.6375
MG,varzelandia,3,3,218.89,59.01,277.9,92.63333333333334
MG,chaveslandia,2,2,233.79,43.72,277.51,138.755
PR,salto do itarare,1,1,259.9,16.57,276.47,276.47
MG,resende costa,3,3,224.79,51.3,276.09,92.03
RS,ametista do sul,2,2,242.8,32.71,275.51,137.755
RN,galinhos,1,1,240.0,35.48,275.48,275.48
MG,alto jequitiba,3,3,211.89,63.54,275.43,91.81
MG,santo antonio do grama,2,2,239.9,35.46,275.36,137.68
SE,nossa senhora da gloria,2,2,221.45,53.27,274.72,137.36
GO,nazario,2,2,237.89,36.5,274.39,137.195
RN,tenente ananias,1,1,229.9,44.02,273.92,273.92
TO,silvanopolis,1,1,229.99,43.89,273.88,273.88
RS,tavares,1,1,176.99,96.63,273.62,273.62
PI,luzilandia,3,3,161.8,111.21,273.01,91.00333333333333
PE,quipapa,1,1,230.0,42.99,272.99,272.99
MT,nova olimpia,2,2,168.0,104.04,272.04,136.02
SC,paulo lopes,2,2,238.99,32.67,271.66,135.83
PR,sao tome,2,2,234.07,37.48,271.55,135.775
MG,pimenta,2,2,233.99,37.27,271.26,135.63
PB,puxinana,1,1,219.0,52.03,271.03,271.03
BA,nova vicosa,1,1,205.99,65.02,271.01,271.01
PA,sao domingos do araguaia,1,1,227.0,43.65,270.65,270.65
RS,muliterno,1,1,235.0,35.45,270.45,270.45
SP,luiziania,3,3,225.49,44.74,270.23,90.07666666666667
SC,grao para,3,3,220.8,49.13,269.93,89.97666666666667
SP,santa mercedes,2,2,226.99,42.58,269.57,134.785
CE,parambu,4,3,141.86,127.36,269.22,67.305
MG,itamogi,2,2,229.9,39.13,269.03,134.515
PE,bodoco,2,2,202.8,66.23,269.03,134.515
PE,rio formoso,2,2,215.6,53.33,268.93,134.465
SP,espirito santo do turvo,2,2,229.7,39.14,268.84,134.42
SE,brejo grande,1,1,249.0,19.84,268.84,268.84
PE,riacho das almas,2,2,203.9,64.87,268.77,134.385
SP,irapua,4,4,198.8,69.34,268.14,67.035
MS,aquidauana,4,4,197.7,70.39,268.09,67.0225
PR,santo antonio do sudoeste,3,3,208.95,59.12,268.07,89.35666666666667
BA,quijingue,2,2,228.09,39.97,268.06,134.03
PE,terra nova,1,1,209.99,57.94,267.93,267.93
BA,itaguacu da bahia,1,1,249.7,18.19,267.89,267.89
RS,ibiraiaras,2,2,232.98,34.73,267.71,133.855
GO,diorama,2,1,196.87,70.05,266.92,133.46
PR,mercedes,2,2,213.9,52.48,266.38,133.19
BA,sao felix do coribe,1,1,226.0,40.06,266.06,266.06
CE,carnaubal,2,2,214.89,50.99,265.88,132.94
MG,luizlandia do oeste,2,2,232.99,32.32,265.31,132.655
SP,botelho,1,1,189.98,75.06,265.04,265.04
PR,boa vista da aparecida,4,4,202.47,62.16,264.63,66.1575
PA,sao sebastiao da boa vista,2,2,198.9,65.7,264.6,132.3
SE,tobias barreto,2,2,209.99,54.53,264.52,132.26
RS,rodeio bonito,2,2,212.8,51.64,264.44,132.22
RS,vale real,3,3,210.53,53.81,264.34,88.11333333333333
BA,itapitanga,3,3,205.7,58.39,264.09,88.03
MG,descoberto,3,3,206.98,57.04,264.02,88.00666666666666
TO,alianca do tocantins,2,2,162.79,101.21,264.0,132.0
PI,campo alegre do fidalgo,1,1,194.98,68.96,263.94,263.94
GO,padre bernardo,4,4,195.7,67.99,263.69,65.9225
PE,tacaratu,2,2,204.89,58.76,263.65,131.825
SP,cabralia paulista,4,4,207.29,56.02,263.31,65.8275
SE,itaporanga d'ajuda,1,1,159.99,103.25,263.24,263.24
SC,timbe do sul,3,3,212.79,50.13,262.92,87.64
MG,jampruca,1,1,235.9,26.93,262.83,262.83
SC,meleiro,3,3,210.8,51.99,262.79,87.59666666666666
MS,corguinho,2,1,225.41,37.26,262.67,131.335
RS,osvaldo kroeff,1,1,239.99,22.17,262.16,262.16
SC,ibicare,2,2,227.4,34.69,262.09,131.045
MG,santa cruz de salinas,2,2,220.9,40.82,261.72,130.86
MA,mata roma,2,2,193.0,67.91,260.91,130.455
SP,sao jose do barreiro,3,2,207.59,53.3,260.89,86.96333333333334
BA,teolandia,4,4,167.8,92.97,260.77,65.1925
MG,alpercata,2,2,228.8,31.97,260.77,130.385
RS,sarandi,5,5,177.39,82.99,260.38,52.076
RS,manoel viana,3,3,208.79,51.57,260.36,86.78666666666666
MG,frei lagonegro,1,1,206.74,53.6,260.34,260.34
PA,novo repartimento,2,2,155.0,105.16,260.16,130.08
RJ,santo eduardo,2,2,215.0,45.06,260.06,130.03
RS,colorado,3,3,202.7,57.1,259.8,86.6
MA,alto alegre do pindare,1,1,199.0,60.56,259.56,259.56
MS,agua clara,2,2,219.89,39.28,259.17,129.585
SE,macambira,1,1,173.9,85.25,259.15,259.15
BA,santana,3,3,197.3,61.47,258.77,86.25666666666666
CE,sao luis do curu,2,2,173.9,84.81,258.71,129.355
PR,paraiso do norte,3,2,187.82,70.87,258.69,86.23
BA,itape,1,1,230.0,28.56,258.56,258.56
SC,turvo,4,4,194.89,63.64,258.53,64.6325
PB,sao jose dos cordeiros,1,1,180.0,78.03,258.03,258.03
BA,belo campo,3,3,174.47,83.17,257.64,85.88
PI,redencao do gurgueia,1,1,179.8,77.76,257.56,257.56
SP,estrela d'oeste,1,1,227.07,30.38,257.45,257.45
SP,mineiros do tiete,3,3,216.15,41.19,257.34,85.78
BA,urucuca,2,2,195.9,61.37,257.27,128.635
SE,neopolis,1,1,235.0,22.1,257.1,257.1
SP,aparecida de sao manuel,2,2,226.3,30.49,256.79,128.395
GO,corumbaiba,4,4,176.8,79.67,256.47,64.1175
MG,coronel murta,1,1,219.8,36.04,255.84,255.84
MG,sao sebastiao do maranhao,3,3,206.79,48.42,255.21,85.07
SP,ilha comprida,3,3,212.98,41.87,254.85,84.95
BA,planaltino,1,1,191.8,62.64,254.44,254.44
PR,ipora,2,2,194.89,59.37,254.26,127.13
TO,arraias,2,2,197.9,56.33,254.23,127.115
MG,sao miguel do anta,1,1,173.59,80.5,254.09,254.09
TO,pequizeiro,1,1,219.99,33.99,253.98,253.98
MG,sericita,2,2,216.32,37.3,253.62,126.81
PE,buique,1,1,235.0,18.09,253.09,253.09
MT,jaciara,3,3,185.7,67.18,252.88,84.29333333333334
RS,ciriaco,1,1,229.0,23.74,252.74,252.74
RS,nonoai,2,2,175.9,76.77,252.67,126.335
PI,novo oriente do piaui,2,2,152.01,100.56,252.57,126.285
MA,guimaraes,1,1,199.99,52.12,252.11,252.11
RS,boa vista do burica,1,1,229.99,22.1,252.09,252.09
RS,ararica,2,2,187.0,65.0,252.0,126.0
SP,guapiara,3,3,210.29,41.66,251.95,83.98333333333333
PR,nova laranjeiras,1,1,208.1,43.49,251.59,251.59
MA,carutapera,2,2,174.9,76.33,251.23,125.615
MG,prados,3,3,204.79,46.16,250.95,83.65
SC,trombudo central,4,4,182.89,67.97,250.86,62.715
PR,wenceslau braz,2,2,188.0,62.51,250.51,125.255
RN,martins,2,2,177.89,72.42,250.31,125.155
PR,cerro azul,4,3,182.18,68.0,250.18,62.545
SP,rubiacea,2,2,218.8,31.35,250.15,125.075
PR,lunardelli,2,2,214.89,35.19,250.08,125.04
SP,santo antonio da alegria,3,3,206.79,43.24,250.03,83.34333333333333
SP,queluz,2,2,213.74,36.16,249.9,124.95
BA,caraibas,1,1,235.9,13.9,249.8,249.8
MG,cristais,3,3,208.7,40.91,249.61,83.20333333333333
MT,uniao do sul,1,1,220.7,28.5,249.2,249.2
PR,lupionopolis,2,2,209.75,39.02,248.77,124.385
AC,manoel urbano,1,1,194.99,53.72,248.71,248.71
MS,itapora,3,3,197.88,50.56,248.44,82.81333333333333
SC,passos maia,2,2,208.9,39.2,248.1,124.05
MG,leandro ferreira,2,2,208.9,39.2,248.1,124.05
SP,ribeira,3,3,209.28,38.75,248.03,82.67666666666666
CE,mombaca,1,1,219.9,28.08,247.98,247.98
BA,riachao das neves,2,1,206.89,40.88,247.77,123.885
MG,sao jose do goiabal,2,2,202.9,44.77,247.67,123.835
GO,aragarcas,3,3,156.88,90.72,247.6,82.53333333333333
PA,oeiras do para,2,2,178.65,68.81,247.46,123.73
BA,conceicao do jacuipe,3,3,177.89,69.19,247.08,82.36
MG,guaraciaba,2,2,199.8,47.13,246.93,123.465
BA,presidente dutra,3,3,194.8,51.82,246.62,82.20666666666666
MG,mamonas,1,1,230.0,16.36,246.36,246.36
RJ,portela,1,1,229.9,16.36,246.26,246.26
SC,antonio carlos,2,2,215.8,30.14,245.94,122.97
MG,imbe de minas,2,2,209.0,36.81,245.81,122.905
MT,carlinda,2,2,204.9,40.77,245.67,122.835
PA,santa barbara do para,1,1,179.96,65.49,245.45,245.45
RS,ajuricaba,2,2,191.9,53.47,245.37,122.685
MG,alvarenga,2,2,211.0,34.11,245.11,122.555
PR,bom jesus do sul,1,1,199.9,45.2,245.1,245.1
RJ,ibitioca,1,1,169.99,74.92,244.91,244.91
MG,diogo de vasconcelos,2,2,191.62,53.09,244.71,122.355
CE,iraucuba,2,2,189.89,54.24,244.13,122.065
MT,curvelandia,1,1,189.0,54.78,243.78,243.78
BA,pindobacu,3,3,169.9,73.82,243.72,81.24
MG,jequitai,2,2,204.18,39.12,243.3,121.65
PA,ipixuna do para,2,2,188.0,54.99,242.99,121.495
AM,urucurituba,2,2,169.8,73.14,242.94,121.47
RN,guamare,2,2,156.8,85.84,242.64,121.32
TO,couto de magalhaes,2,2,194.89,47.74,242.63,121.315
RS,progresso,1,1,215.0,27.59,242.59,242.59
SP,mirante do paranapanema,3,2,199.7,42.79,242.49,80.83
SC,quilombo,4,4,174.78,66.01,240.79,60.1975
RN,ielmo marinho,2,2,148.7,91.62,240.32,120.16
GO,campo alegre de goias,2,2,175.89,64.38,240.27,120.135
BA,sao domingos,3,3,165.31,74.13,239.44,79.81333333333333
MG,capetinga,2,2,198.9,40.47,239.37,119.685
SP,coroados,2,2,209.9,29.44,239.34,119.67
CE,deputado irapuan pinheiro,2,2,169.98,69.02,239.0,119.5
MG,bueno brandao,4,4,172.02,66.31,238.33,59.5825
GO,palminopolis,1,1,199.0,38.94,237.94,237.94
RS,herval,2,2,199.89,37.76,237.65,118.825
MT,santo antonio do leste,1,1,149.0,88.55,237.55,237.55
RS,santo expedito do sul,1,1,209.99,27.55,237.54,237.54
RS,gramado dos loureiros,1,1,209.99,27.55,237.54,237.54
SP,flora rica,1,1,200.0,37.26,237.26,237.26
RS,roca sales,2,2,177.9,59.26,237.16,118.58
PR,eneas marques,4,4,151.68,85.47,237.15,59.2875
BA,jaguaquara,2,2,192.4,44.74,237.14,118.57
BA,teofilandia,3,3,183.88,53.04,236.92,78.97333333333333
RS,tres arroios,3,3,170.27,66.53,236.8,78.93333333333334
CE,carire,3,3,144.79,91.49,236.28,78.76
CE,itapage,1,1,159.99,76.14,236.13,236.13
RJ,laje do muriae,1,1,219.0,16.28,235.28,235.28
RO,cabixi,1,1,149.9,84.6,234.5,234.5
PR,nova cantu,2,2,199.9,34.41,234.31,117.155
BA,serra dourada,2,2,197.14,37.06,234.2,117.1
RN,lagoa de velhos,1,1,199.0,35.19,234.19,234.19
RS,morro redondo,1,1,209.9,23.76,233.66,233.66
PB,areia,2,2,119.8,113.66,233.46,116.73
PR,tunas do parana,2,2,198.9,34.4,233.3,116.65
MG,rio preto,4,4,161.68,71.52,233.2,58.3
BA,canudos,1,1,174.9,57.99,232.89,232.89
MG,serra bonita,1,1,169.99,62.83,232.82,232.82
SC,santa rosa de lima,3,2,180.15,52.64,232.79,77.59666666666666
MG,divisa alegre,2,2,190.99,41.36,232.35,116.175
PR,flor da serra do sul,2,2,197.1,34.96,232.06,116.03
RS,novo barreiro,2,2,197.59,34.44,232.03,116.015
RS,ilopolis,3,3,181.8,49.78,231.58,77.19333333333333
PR,doutor camargo,1,1,211.05,19.58,230.63,230.63
BA,xique-xique,3,3,179.79,50.77,230.56,76.85333333333334
SC,campo alegre,2,2,178.9,51.49,230.39,115.195
SC,witmarsum,3,3,147.79,82.56,230.35,76.78333333333333
BA,cipo,1,1,179.0,51.12,230.12,230.12
MA,satubinha,2,2,138.79,91.18,229.97,114.985
MA,buriti,1,1,151.79,78.12,229.91,229.91
SP,zacarias,2,2,198.8,31.05,229.85,114.925
SE,telha,1,1,212.4,17.25,229.65,229.65
PR,sao joao do ivai,2,2,193.9,35.66,229.56,114.78
GO,cumari,2,2,199.9,29.61,229.51,114.755
TO,goianorte,2,2,184.99,44.51,229.5,114.75
RS,ipe,2,2,173.9,55.32,229.22,114.61
MG,ressaquinha,1,1,189.9,39.17,229.07,229.07
SP,alambari,3,3,179.88,49.06,228.94,76.31333333333333
BA,saubara,1,1,179.9,48.7,228.6,228.6
RN,ipueira,1,1,169.99,58.58,228.57,228.57
MG,sao joao da mata,2,2,174.78,53.61,228.39,114.195
